RecordID,AerolineaCodigo,AerolineaNombre,NumeroVuelo,VueloNaturalKey,AeropuertoOrigenCodigo,AeropuertoDestinoCodigo,FechaHoraSalida,FechaHoraLlegada,DuracionMinutos,EstadoVueloCodigo,RetrasoMinutos,TipoAeronaveCodigo,ClaseCabinaCodigo,Asiento,PasajeroID,GeneroCodigo,EdadPasajero,NacionalidadCodigo,FechaHoraReserva,CanalVentaCodigo,MetodoPagoCodigo,PrecioBoleto,MonedaCodigo,PrecioUSD,EquipajeTotal,EquipajeFacturado,HashPasajero
6958,BA,BRITISH AIRWAYS,BA2469,e8b4c7b757a67970a49cb916394af1890ed2ad42eff93a6d97c4a9a2f51d71fd,PTY,SAL,2025-10-15 23:35:00,2025-10-16 06:12:00,385,ON_TIME,0,B739,BUSINESS,9A,8893dff9-410e-4a40-9e01-ab9606cb4930,F,35,HN,2025-06-29 19:07:00,CALL_CENTER,EFECTIVO,155.8,USD,155.8,1,0,5543c59f428079cfe03d44de9b519b92d3c88f4b3f1652a56c1b9bac45d44eb7
6959,WN,SOUTHWEST,WN2471,4253fe21328a5bd99a520f072e32627b71f9e276bb9547574b4d7215b7fd5368,CUN,PTY,2024-05-25 04:08:00,2024-05-25 07:41:00,210,ON_TIME,0,B757,ECONOMY,25C,bfaf3a1a-f0dc-47d0-9cf4-db60b8457762,F,0,GT,2024-01-28 03:00:00,WEB,TRANSFERENCIA,49.13,USD,49.13,0,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
6960,FR,RYANAIR,FR8876,24aca591b335423f25176fd9c88ba29ee1aca5ab4e0530233c297851f0936c05,MIA,GUA,2025-08-14 22:27:00,2025-08-15 02:06:00,226,ON_TIME,0,B777,ECONOMY,29A,6b1be9f4-2af1-4932-babe-4fdeccad25d0,F,44,CO,2025-05-19 12:27:00,APP,PUNTOS,165.13,USD,165.13,1,0,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
6961,B6,JETBLUE,B68501,c947449d97fdccd64cc322d4e4bd13c08ab6d4beead97e1038862c8776cc3186,BOG,SAP,2024-02-07 05:09:00,2024-02-07 11:56:00,404,ON_TIME,0,E190,BUSINESS,6E,3a656645-c2c7-42e7-892a-ed93a2ff4662,X,45,HN,2024-01-10 13:36:00,AEROPUERTO,PAYPAL,200.68,USD,200.68,1,0,f55475c6dd57062a702218d119916c9331f5e0a47db1ccb3f9099298e571217f
6962,AV,AVIANCA,AV7300,785232b13415fb3bf3a7f1fac8f16b865dad33ad11fe77b634fa6d2c9047ad72,MIA,GUA,2024-02-27 06:37:00,2024-02-27 08:57:00,140,ON_TIME,0,B757,BUSINESS,5C,4cda48bd-c9f6-4b79-94bf-e138c9feae16,M,33,SV,2024-01-12 07:30:00,CALL_CENTER,TARJETA,322.92,USD,322.92,0,0,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
6963,CM,COPA AIRLINES,CM1694,e0cdad79703a9d3dd961c15b3353058a797cef2b1bd9e938db99bc6baf2596b8,SAL,MEX,2025-06-22 10:16:00,2025-06-22 15:34:00,270,DELAYED,39,B757,ECONOMY,28C,93afedb8-6859-4f49-b690-a9c221273ee8,F,61,MX,2025-03-29 00:39:00,AGENCIA,PUNTOS,66.33,USD,66.33,0,0,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
6964,IB,IBERIA,IB8606,a5516b6fef66e222b2e644ff9c041ff5c27122b468c0e26e6b3406aa4310d624,SJO,SAL,2025-01-14 21:33:00,2025-01-14 23:25:00,102,ON_TIME,0,B739,ECONOMY,35D,f09ea63d-c631-4aba-8d12-f6a692e8b3b9,M,8,SV,2025-01-02 21:33:00,CALL_CENTER,PAYPAL,39.08,USD,39.08,2,1,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
6965,BA,BRITISH AIRWAYS,BA9595,cc8af557184398d29c37d084c40067ae805f83cf95b2f394add2fb09689f95e4,LIM,HAV,2025-12-18 10:44:00,2025-12-18 15:15:00,248,DIVERTED,0,E190,ECONOMY,34B,b80571f3-6235-418b-8de9-804f2784a91a,F,51,SV,2025-10-20 12:14:00,CALL_CENTER,TARJETA,80.12,GTQ,10.26,2,1,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
6966,IB,IBERIA,IB7913,1989178db11b970bcb2a4ed50c353411f54720ba0c013871e1d828dde5fafa1a,MIA,LIM,2025-02-06 18:02:00,2025-02-07 02:22:00,261,DELAYED,231,B737,BUSINESS,5D,de5412ed-8466-48d1-9177-d3297033a5c0,F,36,HN,2024-10-12 04:06:00,AEROPUERTO,PUNTOS,95.74,MXN,5.55,2,1,5543c59f428079cfe03d44de9b519b92d3c88f4b3f1652a56c1b9bac45d44eb7
6967,WN,SOUTHWEST,WN9482,88c343bc5e417060174c53e4c9b2c6a225dc0f4aebc55846e82166fb2937d003,CUN,SJO,2025-07-15 03:13:00,2025-07-15 09:39:00,369,ON_TIME,0,B767,PREMIUM_ECONOMY,14F,8300b8ba-2274-4d48-a614-bc37df97019c,M,24,MX,2025-04-18 13:55:00,WEB,EFECTIVO,99.16,USD,99.16,1,0,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
6968,FR,RYANAIR,FR3771,125da643f0ffd87d702d03a9ae4ce9bf205cb97dbdd645ad82c07cf9f7d2a004,PTY,MEX,2024-03-19 18:22:00,2024-03-19 20:03:00,86,ON_TIME,0,B737,ECONOMY,34C,91fc4b8e-cae9-455c-b1d0-e8171ace32a4,F,36,MX,2024-02-01 06:07:00,APP,TRANSFERENCIA,70.84,MXN,4.11,2,1,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
6969,DL,DELTA,DL7265,84919592eefee803771afd219b55f25a57e428abe3d57a98f7ecbdbdf0721e48,PTY,GUA,2024-08-06 06:13:00,2024-08-06 10:05:00,230,ON_TIME,0,A320,ECONOMY,28C,c3e05fcf-0b10-4ee4-9d76-c4e52b39e852,M,20,CU,2024-06-17 00:39:00,APP,PUNTOS,61.89,USD,61.89,1,0,4771eddb3bb11d8d49ac9cb766ed4fbd4563def03ffcb8594fa32ee0ccdd6074
6970,LA,LATAM,LA9251,33c3bcd12c2034f33538a534e0bb6f0838ea27fd1ca4cae9f8eba26d40df0a91,SJO,PTY,2025-09-26 11:30:00,2025-09-26 19:58:00,417,DELAYED,99,B787,ECONOMY,42F,e75eb9b9-87f6-4f9d-9361-36a75ebcc59c,F,49,US,2025-07-21 08:19:00,APP,TRANSFERENCIA,88.74,USD,88.74,2,1,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
6971,AM,AEROMEXICO,AM9680,c99acfbba1696dd891b943a539d649a27f5ce0da1138e3976e7f77c74cdd948c,HAV,SAP,2025-06-05 00:07:00,2025-06-05 06:45:00,405,ON_TIME,0,CRJ9,ECONOMY,34E,6d59c2af-4c85-479a-8313-d4b909ad6b3a,F,41,SV,2025-02-21 19:39:00,AEROPUERTO,PUNTOS,59.47,USD,59.47,1,0,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
6972,LA,LATAM,LA4364,d94169c603653f9efdae10f3a4120db3fe4a877e8804daae8be8cf6739a992d7,SAP,BOG,2025-04-22 07:41:00,2025-04-22 13:39:00,259,DELAYED,79,CRJ9,FIRST,1B,207d472a-0874-40e9-988d-e0f7dc94de25,F,,GT,2025-02-15 23:28:00,APP,EFECTIVO,257.72,USD,257.72,2,1,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
6973,AV,AVIANCA,AV5070,5a3ba592fe2250df40db9292ec06d056c0d5e3bee178e183724a1f7c640f3229,MEX,HAV,2025-06-25 21:04:00,2025-06-26 06:22:00,393,DELAYED,144,A321,ECONOMY,21C,4f48d604-49b2-4432-a1a0-c8a75e6cb168,F,22,PA,2025-06-07 07:39:00,WEB,PUNTOS,92.03,EUR,100.31,1,0,d28168c4a108b1ccd1b24caae8806f01696c2464b4d640b7bc083b75ccae06d9
6974,AM,AEROMEXICO,AM3518,2da96c49bfb05fc4bd4420959d3cd009b5c0f8001e113b23177db7fe13e028e0,SAL,JFK,2025-06-29 20:01:00,2025-06-29 22:30:00,136,ON_TIME,0,B777,ECONOMY,31F,22d582b1-3988-4bdd-96f4-06c14a20c7bd,M,76,PE,2025-05-21 10:45:00,APP,PAYPAL,103.89,USD,103.89,0,0,b08d641bfc5f2e867b2bd81c6fe358738601a6a80b66880431fe6dc2a6ea27d0
6975,DL,DELTA,DL2213,d98f6a558ce6e3c4e0ec22e4c350d0dacf3b35d4a3cf3efa37d4b637f2c3957e,LIM,MIA,2025-11-24 22:59:00,2025-11-25 01:28:00,145,ON_TIME,0,A319,ECONOMY,18A,98ace267-1666-4488-b310-fc44a0a0ad79,F,69,PA,2025-10-17 19:53:00,APP,PAYPAL,99.39,USD,99.39,1,0,d28168c4a108b1ccd1b24caae8806f01696c2464b4d640b7bc083b75ccae06d9
6976,LA,LATAM,LA9435,3bf5102888404a0580f5f5dd68c5f1703857ff070a5b7d4f413a33d5de2c8cd8,SJO,CUN,2024-04-26 10:17:00,2024-04-26 16:40:00,373,ON_TIME,0,A321,ECONOMY,25C,ec8a9b61-ecca-41bf-b960-131cda84a6a2,M,25,MX,2024-02-13 12:19:00,CALL_CENTER,PAYPAL,92.0,GTQ,11.78,1,0,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
6977,CM,COPA AIRLINES,CM5171,e9d3b2ed0698268d1d18a1922dc9df6a88af2b23b85b32d0620a8297312a4a4c,BOG,PTY,2024-12-10 07:32:00,2024-12-10 12:28:00,284,ON_TIME,0,B777,PREMIUM_ECONOMY,13A,995b6040-6e52-4d25-b161-77f2ef3aec27,M,,PE,2024-11-20 22:48:00,AEROPUERTO,TARJETA,208.6,GTQ,26.7,2,1,b08d641bfc5f2e867b2bd81c6fe358738601a6a80b66880431fe6dc2a6ea27d0
6978,CM,COPA AIRLINES,CM1618,11b28bd5e5e460d5d138b831608940a52f0f01d81158a3fbf7fb1f8c06496da7,LIM,MEX,2025-05-31 08:08:00,2025-05-31 09:49:00,95,ON_TIME,0,B777,ECONOMY,32A,b2b32879-8364-4e07-9976-ae36634f5314,X,26,SV,2025-05-14 23:25:00,APP,PAYPAL,89.0,USD,89.0,1,0,9e580b86fbb6e3d0ef74bfd1d843112076fe15a45f9b82bace3dbfc17fdceb91
6979,LA,LATAM,LA7653,dfc5b960f57ff535479b1a01e584c8499186ab81a6d45908065e1c038c16bcfa,MAD,SAL,2025-06-16 03:55:00,2025-06-16 05:27:00,86,ON_TIME,0,B757,ECONOMY,33E,908f66f8-ab4b-4fa5-b340-15456f7e85d7,X,15,ES,2025-05-05 14:06:00,AGENCIA,EFECTIVO,108.7,USD,108.7,2,1,5a0b162f159c42c05b3060cd576fd505ffc7bf868a7acd1aedbaa4277a54de0d
6980,WN,SOUTHWEST,WN1790,26f6ec1e23058aeb9a15b95721c6777c6a142d1d19acc2c0c1792f8d28c73ede,SJO,SAL,2025-11-12 04:47:00,2025-11-12 07:25:00,159,ON_TIME,0,B738,ECONOMY,39F,4bbe1ad3-cf01-4f7c-90df-b981e3cc9793,M,54,US,2025-11-05 09:54:00,AGENCIA,TRANSFERENCIA,82.59,USD,82.59,0,0,610239f6883006ec7ab8fff7b07eb6661c867ea379e46ff524aad2af2db7c6a5
6981,FR,RYANAIR,FR3839,8b15b59e10115fd1aa49f84c69a43d6648c5df070cc3e6e0cf3e03bc77e138c6,LIM,MAD,2025-01-19 03:24:00,2025-01-19 05:32:00,123,ON_TIME,0,B738,FIRST,1F,e8f6c75c-30df-45c8-80cd-74401b9a6641,F,25,GT,2024-12-20 16:51:00,AEROPUERTO,PAYPAL,351.08,MXN,20.36,1,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
6982,WN,SOUTHWEST,WN2453,418312d098443340c73f3743eb07a7070a3a6333da12d886a140db082010064c,MAD,GUA,2025-07-11 18:28:00,2025-07-11 21:31:00,189,ON_TIME,0,A319,ECONOMY,40C,3e410ef3-4c6c-44f8-a0e1-2767ad57f512,F,39,US,2025-06-20 21:00:00,APP,PAYPAL,83.8,USD,83.8,1,0,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
6983,AM,AEROMEXICO,AM3936,51cb73116876752aaeefd7622a7f0cd7f9663dff3eb26cda522794e9457ce513,SAL,LAX,2025-12-03 03:32:00,2025-12-03 10:10:00,407,ON_TIME,0,B757,ECONOMY,29B,e2377188-4ff6-4108-b688-71b8d0494191,M,36,CO,2025-08-30 20:40:00,AEROPUERTO,PUNTOS,76.64,USD,76.64,0,0,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
6984,AM,AEROMEXICO,AM7478,8bba5be5908a466f8ecca5325fd3593971732efca2828644020b17af87f2befb,GUA,SAL,2025-03-07 07:48:00,2025-03-07 10:36:00,160,ON_TIME,0,A321,ECONOMY,29B,8c0971f1-3111-4b45-bbff-99c8ec835e6c,F,46,GT,2024-11-11 06:11:00,CALL_CENTER,PUNTOS,105.39,GTQ,13.49,1,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
6985,AM,AEROMEXICO,AM4609,66dea80e7b076db475ba3fce0070a3256818b961270787acaea438e406a21d5d,HAV,MAD,2024-06-24 23:33:00,2024-06-25 03:12:00,196,ON_TIME,0,B777,ECONOMY,29A,978beb5a-9c3d-49a9-bab2-73517f3fa0d8,M,21,CO,2024-04-30 11:54:00,AEROPUERTO,TARJETA,57.19,USD,57.19,2,1,1957692af881d16b487be85f68869bdef8c53aa563aeb3821ab44e98e9bae0d1
6986,IB,IBERIA,IB0501,a22fa126bfd37e56e2593b781cb12b70a730de7b7490387c43192ec638fff846,LAX,GUA,2024-10-09 07:09:00,2024-10-09 11:39:00,270,ON_TIME,0,B738,ECONOMY,25B,df70e403-2a79-4afd-8ba2-9aeee3813c48,F,30,CO,2024-08-08 06:00:00,AEROPUERTO,TARJETA,105.41,USD,105.41,0,0,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
6987,IB,IBERIA,IB1875,f7bb3df7f16dae257160f4a89fe337b4daa2747960073cbc32606f19cf371827,CUN,BOG,2025-05-22 08:15:00,2025-05-22 11:42:00,197,ON_TIME,0,B739,ECONOMY,27B,aa839a31-995c-4928-b0ae-21ed435474af,M,35,CR,2025-04-20 03:02:00,APP,EFECTIVO,65.03,USD,65.03,1,0,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
6988,FR,RYANAIR,FR3975,05572056559711bf421aea1f04fb3a1c77f5bc7358324f57b941afc39d8c30f7,JFK,LAX,2024-06-06 12:14:00,2024-06-06 13:55:00,101,ON_TIME,0,A321,ECONOMY,20E,094c76cb-f4df-4fdd-bdcf-5e8d86e3d794,X,37,GT,2024-04-15 09:31:00,CALL_CENTER,TARJETA,72.55,USD,72.55,1,0,1ef9d45b1632882714004127d6de0789a4e91ffadb7d57eeeb0b18d90215c488
6989,B6,JETBLUE,B62809,c60d075e3fccf2a87b0e7bff2b4f80a16eb9efbce614eef53556fd5af40be292,MAD,BOG,2024-03-08 19:20:00,2024-03-09 01:32:00,375,ON_TIME,0,B777,ECONOMY,31F,df28967f-798a-421d-89e4-7d6182b633a2,F,,PE,2023-12-28 07:54:00,DESCONOCIDO,EFECTIVO,91.52,MXN,5.31,1,0,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
6990,FR,RYANAIR,FR9577,b115574f972df275ede32802b9043a3c12b729edb4f34a3c6b454242576e8b83,MIA,HAV,2025-05-15 12:00:00,2025-05-15 17:40:00,347,ON_TIME,0,B738,ECONOMY,16E,16d7b944-b87b-4cec-a4f4-873c0057dfca,M,29,HN,2025-02-08 13:36:00,CALL_CENTER,TARJETA,88.33,EUR,96.28,1,0,fac54738587acf45b1c5251e5dcd54a73338c15730ea32eda723dd57da3908c6
6991,B6,JETBLUE,B61888,0b58db1aa4a432f6219deef2857d9d55bc3dc5b02ee53f8a5cb44c7d53ac5c6d,CUN,MAD,2024-07-16 23:03:00,2024-07-17 05:29:00,370,ON_TIME,0,E190,FIRST,1B,39abd4f7-da99-404a-8d24-65f669d883d3,F,51,CO,2024-07-14 07:48:00,AEROPUERTO,TRANSFERENCIA,253.57,USD,253.57,1,0,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
6992,FR,RYANAIR,FR6117,e475d2be7b29846859c93c5bdaf250ac60f1845e3fbaff7d079ddfebcfc9f20e,JFK,GUA,2025-10-26 13:08:00,2025-10-26 17:32:00,251,ON_TIME,0,B737,ECONOMY,20F,41452f10-9800-4fad-bb0c-97820eb39dc6,M,39,CU,2025-08-10 22:18:00,AGENCIA,PUNTOS,79.47,USD,79.47,0,0,4771eddb3bb11d8d49ac9cb766ed4fbd4563def03ffcb8594fa32ee0ccdd6074
6993,WN,SOUTHWEST,WN2523,8e2ebe8553c7439da039a1e1d0fac56fe852d878d23677c9971b4f7308be93b3,LAX,CUN,2025-10-02 03:54:00,2025-10-02 08:50:00,277,ON_TIME,0,B787,ECONOMY,29A,77c1b2f9-c4bd-4c4f-9f4a-cd654f97624b,F,39,PE,2025-03-08 16:32:00,AEROPUERTO,TRANSFERENCIA,64.77,GTQ,8.29,1,0,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
6994,LA,LATAM,LA7546,d126dd393bfd066bd61120a0bac34a380d4314cf98d307584eecc43ad55acaed,LIM,SAL,2024-02-29 15:52:00,2024-02-29 19:34:00,221,ON_TIME,0,B737,ECONOMY,19E,55167e02-3e25-4a00-8324-74918043a2c9,M,35,CR,2024-02-02 11:26:00,CALL_CENTER,PUNTOS,120.03,USD,120.03,1,0,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
6995,CM,COPA AIRLINES,CM7503,5aa3334cb2ad4f1644588bbda46574cbae190b497bd9acd2e56e20f7068ae693,MAD,LAX,2024-09-29 12:40:00,2024-09-29 14:46:00,134,ON_TIME,0,A319,BUSINESS,5F,39e78541-4b87-4d69-85a7-bf7f7ca2d6b8,F,21,GT,2024-06-11 11:37:00,APP,TARJETA,112.53,USD,112.53,1,0,372a21a86688e869b7e5b9d41546a2dbc58c29c25ee597b427e9274f60002538
6996,BA,BRITISH AIRWAYS,BA2005,65a16f258a02acf2730abcf74c33b2bd12eb89660c6e399fc3d50e1022ba73ec,SJO,BCN,2024-06-18 06:02:00,2024-06-18 12:17:00,357,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,13B,6ae969d7-aedf-40ec-949f-4c43523fb891,F,17,SV,2024-04-18 14:59:00,WEB,TARJETA,72.99,EUR,79.56,0,0,f7b99460ed2a18f5539670d189abe0ccf9f7709039e516860c7d8f9f66801b08
6997,B6,JETBLUE,B68549,ea285655766b4993e75a77d8bd5acb726d4c98f3951b446d594f72874829d4e4,HAV,SAP,2024-04-20 04:56:00,2024-04-20 10:13:00,312,DIVERTED,0,B737,ECONOMY,31C,a28b28e4-59e4-4ba6-a8d6-e4fabd7f5189,F,41,MX,2024-03-15 02:25:00,WEB,EFECTIVO,49.8,GTQ,6.37,3,2,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
6998,BA,BRITISH AIRWAYS,BA7995,950eb6fc660ceb2fad30df599610bb7da35659f383873cc34c97d01c11cb442d,LAX,JFK,2024-01-14 16:41:00,2024-01-14 19:17:00,142,ON_TIME,0,B757,ECONOMY,18A,edb4c87f-b8b5-4889-8a8e-571d5d800b2b,F,30,PE,2023-10-28 09:28:00,APP,EFECTIVO,101.13,USD,101.13,2,1,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
6999,UA,UNITED,UA8531,735c4d72692f2c715996ecad7eca98592ca1caa732d204efc39f7c5d309bd38d,PTY,MIA,2025-10-26 21:09:00,2025-10-27 01:38:00,250,ON_TIME,0,B757,ECONOMY,40A,ea0118f4-9c67-452a-8f99-c350142836b5,M,39,PA,2025-07-12 20:19:00,APP,PUNTOS,71.17,USD,71.17,1,0,9b204fc09d793d4d94ecb9d1eb75d6d911ab3a38cd35fb911cac37eb7182ca52
7000,CM,COPA AIRLINES,CM6256,a77c7ce245df7b52a28b972f1593d121014072ce7da35bb6f7908f198fd29a7d,PTY,HAV,2025-07-05 01:10:00,2025-07-05 07:04:00,333,ON_TIME,0,A320,PREMIUM_ECONOMY,14D,2e8d9362-aa60-4c11-be6a-e1f088b2df2a,F,36,PE,2025-05-27 02:40:00,AEROPUERTO,TRANSFERENCIA,114.16,MXN,6.62,1,0,5f5c32ab303bd7c6f93620d277208b2983727851bbc1fb806ec2f15d5ff0eb7d
7001,IB,IBERIA,IB5335,fe45e4e0d7c4e5dcfbd61c5580adf7123d27918eceb142e3484d98a9171a8bbd,GUA,LAX,2025-04-22 11:53:00,2025-04-22 18:15:00,383,ON_TIME,0,B757,ECONOMY,43E,68c7f009-8255-451a-a686-2240c5eb99c5,F,31,CO,2025-01-25 21:02:00,WEB,PUNTOS,75.66,USD,75.66,1,0,4f206a7c2b5d26cbf1f6bf148bdd0e4f69558ca42ae217e3ad9c94f9602dcd4b
7002,B6,JETBLUE,B61491,e88b23b03efff797541ccd74c83d755a22873d85175e2d6123bb2ddee5b40938,CUN,SJO,2025-03-27 05:16:00,,,CANCELLED,,B757,ECONOMY,,bbce6b60-96c3-426e-a576-4677da1478f5,M,63,CR,2025-03-21 09:31:00,AGENCIA,TRANSFERENCIA,108.12,USD,108.12,2,1,e6c990813e302ad58485a3c9abbea9879e5ee8e8e0bb8b5d157e802d52b37ade
7003,AM,AEROMEXICO,AM5893,16edeb0c3027ad010fcd28d876a5927a6896ac3caa4192935ecd6163b6c53c78,MAD,MEX,2025-09-24 23:15:00,2025-09-25 04:41:00,271,DELAYED,38,B737,ECONOMY,45B,d3053c4a-cf5e-454a-b834-caad9750ebe2,F,66,US,2025-06-13 20:23:00,AEROPUERTO,PUNTOS,68.45,MXN,3.97,2,1,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
7004,AM,AEROMEXICO,AM4564,a3daabf3002d846856281366b909e0eee23dbaaa02f0293325819cd45a54b01c,JFK,SAP,2025-12-10 05:03:00,2025-12-10 12:04:00,400,ON_TIME,0,B738,ECONOMY,17F,4d0eabf5-a903-4a5c-846a-5932842040d9,F,32,CR,2025-10-26 09:38:00,WEB,PAYPAL,51.1,USD,51.1,1,0,117c07e19e28f9cbfb5c795b9bed1d475d869f15486990776b946b91b7babeea
7005,AV,AVIANCA,AV2382,190ca0c3c340d83009f55c15d245952b93e22a3fcb043c12b19c4e12164fe74c,LIM,HAV,2024-05-05 07:36:00,2024-05-05 12:35:00,282,ON_TIME,0,CRJ9,ECONOMY,39A,b4cfb2e4-02ed-4c2e-b8f7-9dec3d26e98b,F,23,CR,2024-04-10 15:57:00,AEROPUERTO,TARJETA,158.49,USD,158.49,2,1,117c07e19e28f9cbfb5c795b9bed1d475d869f15486990776b946b91b7babeea
7006,FR,RYANAIR,FR9905,869ba24950c0ab0bb2a009714b6a158c60e13c010e8ee285634dd01108fa2d72,CUN,MAD,2025-08-22 06:26:00,2025-08-22 07:48:00,70,DELAYED,11,CRJ9,ECONOMY,23A,49b31903-f274-49ae-94ca-a8264179a182,M,27,GT,2025-07-20 18:57:00,CALL_CENTER,TARJETA,159.45,USD,159.45,0,0,4d02fe2539f9474380c36a6b8becade6485070e5e9c032f8137afe61a3d8e0c9
7007,WN,SOUTHWEST,WN0445,d8b85d442fb59e0db3885d81966901479c7a6cf5f01439a188f3eb8bc2a1de6b,BCN,SAL,2024-04-06 09:43:00,2024-04-06 16:22:00,395,ON_TIME,0,B787,BUSINESS,10A,901a991d-2531-41fc-9f00-164cea046fa9,M,17,SV,2024-03-04 05:13:00,DESCONOCIDO,EFECTIVO,123.93,MXN,7.19,2,1,ac6f1111fcfd59a660556e6ebba881230e66ee9b787544633b56da3d29614e0a
7008,DL,DELTA,DL5962,a3478ec14dc7fb7d00afae1d9c1f9c7c4f9fa59345e2e7f8653b679466ced012,BCN,JFK,2025-07-04 11:58:00,2025-07-04 13:38:00,106,ON_TIME,0,B777,PREMIUM_ECONOMY,15B,b2b6c81f-c2d6-4c67-aed8-0b5d396415e3,M,29,MX,2025-03-20 20:27:00,AEROPUERTO,EFECTIVO,107.53,USD,107.53,1,0,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
7009,BA,BRITISH AIRWAYS,BA5255,8383d383e13b42713f9c440a5d6c6ebaf808e6e3af39e0ebce48b8304d7f6ad8,SAP,BOG,2025-07-19 20:31:00,2025-07-20 01:46:00,320,DIVERTED,0,B738,ECONOMY,41F,fd29afa5-d031-4c70-a0da-d5070dcba177,F,46,CR,2025-06-05 05:00:00,AGENCIA,PAYPAL,95.37,USD,95.37,1,0,117c07e19e28f9cbfb5c795b9bed1d475d869f15486990776b946b91b7babeea
7010,BA,BRITISH AIRWAYS,BA3570,12b6c6891062957775c1e358a1fb14a2128f4d90271501ac46464f90a217dd4b,CUN,MIA,2024-12-01 17:48:00,2024-12-01 22:48:00,285,ON_TIME,0,A321,PREMIUM_ECONOMY,15D,4d89b776-1610-495f-9f4f-fc438d1d02e1,F,28,ES,2024-11-19 18:08:00,AEROPUERTO,TRANSFERENCIA,104.95,USD,104.95,1,0,76aeb4d8b20566a0e39d3d9637f70d0d3e769dd8ab999dde9529faa5fc2d21b2
7011,UA,UNITED,UA1931,3252d4e0087f031c8a36b2f85cc3c6226746e3907594d98d53c4cd6de91101aa,SAP,MAD,2025-08-28 20:26:00,2025-08-29 03:03:00,386,ON_TIME,0,A320,BUSINESS,4F,40bf3f1e-e6b8-4a40-95bf-2be46a349efc,M,29,US,2025-05-19 17:39:00,AGENCIA,PUNTOS,130.11,USD,130.11,1,0,610239f6883006ec7ab8fff7b07eb6661c867ea379e46ff524aad2af2db7c6a5
7012,CM,COPA AIRLINES,CM7753,cd469a988485f0ce2cddd34728c1af382e90a3e8ef1de68507c89466e55b6844,LAX,MEX,2024-02-05 13:11:00,2024-02-05 16:45:00,200,ON_TIME,0,B737,ECONOMY,33E,38de809d-3167-4f8e-ab62-fa2b04c2fe85,M,22,MX,2024-01-23 19:16:00,AGENCIA,TARJETA,116.72,MXN,6.77,1,0,dae46364c225a89d50cde4f86a2e21e766a1518df1bfea5f1687be286a865fc8
7013,AM,AEROMEXICO,AM8342,c61ac823819bae526efd54d2a60b426ee0bb8db95fe26aaa05011631553b911e,MEX,PTY,2025-10-21 09:45:00,2025-10-21 16:44:00,409,ON_TIME,0,A321,ECONOMY,29B,1caaf4ef-437a-469a-954f-e9de78783998,F,10,US,2025-09-03 08:24:00,CALL_CENTER,TARJETA,143.46,GTQ,18.36,2,1,2f7bb6b9d5c21a98496012c98904c1f57213d654e932b36281763e62b196c52d
7014,FR,RYANAIR,FR9276,168e90936ecdb6161c2f235a0819c456f8886875bbb750d918d8d30fb20ccc9b,SJO,MIA,2024-05-15 22:07:00,2024-05-16 01:53:00,234,ON_TIME,0,B738,ECONOMY,34A,71c5d8fc-6b67-4d43-84f7-995a92e3e336,F,29,MX,2024-05-02 01:58:00,AEROPUERTO,PAYPAL,62.15,EUR,67.74,3,2,859eb508bc50eff0ecd8187d18ffd054a3200c408047b3329a8f9a319e13acee
